Timestamp,Age ,Gender,Educational Background,"Do you regularly use AI tools (e.g., ChatGPT, Grammarly)","If yes, how often?",What tasks do you use AI for? ,"On a scale of 1–5, how dependent do you feel on AI?","Without using AI, write a paragraph :
""If the internet disappeared tomorrow, how would your life change?""
Please write without AI assistance. This helps us measure natural creativity and mental effort.",Were you aware that AI could generate write-ups?,How mentally tiring was the task?,How confident are you in your originality?,Were you tempted to use AI while writing?,Do you feel AI has reduced your own creativity?
7/25/2025 10:55:44 AM GMT+5:30,44,Male,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research,4,In professional framing of message it will be a great drawback and somewhere in career as internet help me do to my research ,yes,10,8,Yes,No
7/25/2025 11:07:42 AM GMT+5:30,33,Male,Graduate,Yes,Once a day,Writing;Coding,2,Very less to minimal changes ,yes,1,10,No,Yes
7/25/2025 5:05:15 PM GMT+5:30,21,Female,Undergraduate,Yes,A few times a week,Writing;Research,1,"My life would switch upside down. Right now everything I do during the day is linked to the internet in one way or the other. Be it be online education, online entertainment, games, connection with my friends and close ones and the list goes on. So it'll be a new experience. Of course adapting to the same will take time but I believe it will take the world towards a better future",yes,10,4,Yes,No
7/25/2025 11:41:54 AM GMT+5:30,30,Male,Postgraduate / PhD,No,,,2,"Completely different lifestyle, would be focused more onto the real life activities than spending time on screens.",yes,4,10,No,No
7/25/2025 5:22:15 PM GMT+5:30,21,Male,Graduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,4,Seems life too disappeared ,yes,3,3,Yes,Maybe
7/25/2025 1:55:59 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,3,Cannot write it properly ,No,3,10,Yes,Yes
7/25/2025 5:07:14 PM GMT+5:30,52,Female,Postgraduate / PhD,Yes,Multiple times a day,Research,3,Death,yes,2,8,Yes,Yes
7/25/2025 4:57:07 PM GMT+5:30,22,Female,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Academic Work,5,It will be kinda difficult as i rely a lot on AI for finding out solutions to the problems realted to my subjects. But eventually it will get better as AI can never be more intelligent than Human brain. It will lead to more thoughtful and creative mind with time.,yes,1,10,Yes,Maybe
7/25/2025 12:51:52 PM GMT+5:30,26,Female,Graduate,Yes,Once a day,Research,2,Not possible ,yes,1,3,No,Yes
7/25/2025 6:08:34 PM GMT+5:30,18,Male,Undergraduate,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,3,"If internet disappeared Tom... It hd both advantages and disadvantages. 
Our lyf is totally change... All our digital work stops... Online payments then manually. Social media totally gone, one side it's tym saving.. Most of time we wasted on scrolling funny memes, otherside our touch with others is totally gone.. If we are not connected...tym consuming= we use letters to send message on far places. Study=  online coaching from abroad is totally vanish... We need do daily up down for far coachings.. Study source reduce... Because updated re-search are not easily available on library's..because we need review some latest research papers to continue this...conclusion...if internet disappeared lyf is difficult. ",No,5,7,No,Yes
7/25/2025 4:54:04 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Research,2,My life would be boring. There will be no reels to watch. There will be peace all around. I wouldn’t be able to do my upi payments. My parents are in other city I will not be able to vedio call them I will also not be able to recieve payments from my dad we will have to use cash which is difficult to handle ,yes,4,8,Yes,Yes
7/25/2025 1:36:58 PM GMT+5:30,31,Male,Postgraduate / PhD,Yes,Rarely,Research,3,"Life would be  a choas for a while as we are dependent on it for everyday activity. But after a while when we sit in chaos, we start reflecting on it and we start observing the small things that make life life.",yes,4,10,No,Maybe
7/25/2025 2:34:36 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Writing,3,"
If the internet disappeared tomorrow, my daily routine would be turned upside down. I’d wake up without checking emails, social media, or the news on my phone. I’d no longer be able to stream music while getting ready or look up recipes while cooking. At work, collaboration would become more difficult without shared documents or instant messaging. I’d have to rely on physical resources like books, newspapers, and face-to-face conversations to gather information. Planning travel or making appointments would take much more effort. Shopping for anything beyond local necessities would be a challenge. 
",yes,5,10,Yes,Maybe
7/25/2025 11:51:14 AM GMT+5:30,19,Male,Undergraduate,Yes,Rarely,Writing;Research,4,no,yes,8,8,Yes,Yes
7/25/2025 6:49:25 PM GMT+5:30,21,Male,Undergraduate,Yes,A few times a week,Research,3,"It would be really great ,all those hectic and eye strain will reduce although it will negatively impact my workflow but ,screen time will reduce and brain and eyes will feel more relaxed and calm . It would be great i will not more lonely and separated. Real interaction and real life meetings will increase , so yeah i am in favour of internet dissappear.However, the time required for works in every field will increase so much as internet is accessible anywhere and can be used anytime ,it is almost used in every field even the non-tech fields today, at the end i want to say i would be more happy and healthy if the internet disappears.",yes,5,5,Yes,Maybe
7/25/2025 4:41:34 PM GMT+5:30,20,Female,Undergraduate,No,,,3,Seems life too disappeared ,No,2,9,Yes,Yes
7/25/2025 4:57:05 PM GMT+5:30,20,Male,Undergraduate,Yes,Once a day,Writing;Research,3,People will experience the ancient life .,yes,6,10,No,No
7/25/2025 4:11:43 PM GMT+5:30,18,Male,Undergraduate,Yes,Multiple times a day,Writing,4,"If internet would disappear things would be difficult for a bit of time , but with time humans will start to think like they used to think",yes,3,7,No,Yes
7/25/2025 5:14:21 PM GMT+5:30,52,Male,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,3,"Losing the internet would feel like stepping into a different century. I’d have to rethink everything: how I learn, how I communicate, and even how I relax. Online classes, job portals, video calls—they’d all vanish. I’d miss my favorite podcasts and the ability to look up anything on a whim. But perhaps I’d finally finish those unread books and have deeper conversations. My social world would shrink, but maybe it would become more meaningful. I’d need to be more resourceful, and likely more patient. Life would slow down dramatically, forcing me to live more deliberately, one moment at a time.",yes,6,10,Yes,Maybe
7/25/2025 11:51:53 AM GMT+5:30,21,Male,Graduate,Yes,Multiple times a day,Research,4,I will become cobra,yes,4,10,No,No
7/25/2025 12:39:35 PM GMT+5:30,21,Male,Undergraduate,No,,,5,"If the internet disappeared tomorrow, my life becomes a boon for me,but at a same time it also feel curse anywhere without internet. Without internet I can fully focused on my work and try to brainstorm more on the topics and their questions. My creativity and critical thinking are on peak if interest disappeared tomorrow. Also I feel secured and less distracted as no internet means no social media which doesn't make me distract and feel some kind of insecurity to me. I can meet my friends or if any client or interviewer face to face which gives me more knowledge related to the field where I go work or buisness meetings requirements by opposition and also main point through their facial expressions and body language,I can understand their intution,their behaviour and their needs and wants properly which helps me to go according to it or not. Now every coin has it's two sides, we talk about boon side and now curse side. Without internet, I can't communicate with people who are very far away from us with no telephone requirement there,also online meeting with that client who live in another country can't be possible. Also without internet I and other people can't do online shoping, attend any course or lecture as a student and also in today's world Internet is the great source of knowledge and information,so if it disappeared I can't get all the information which makes me feel backward from people. Without this I can't transfer the money direct to another one who live anywhere. So, at the end, I say that internet in today's world is our main requirement. Without this I can survive somewhere very easily but at somewhere I cannot survive in the society in a fully manner.",yes,10,4,Yes,No
7/25/2025 2:56:07 PM GMT+5:30,43,Male,Postgraduate / PhD,Yes,Multiple times a day,Research,5,i think honestly my life would become easier and simpler. i’d be better at not picking up my phone so much and actually get to work without any distractions. my attention span would probably get better and i’d be happier in life. ,yes,10,8,Yes,Maybe
